Title,Genre,Description,Rating,Sentiment,Review,Poster
Apocalypto,"Action,Adventure,Drama","As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",1.4,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMzJkNzI3ZmEtZmRhOS00YTM1LWI3OTAtZmVjZmNkODIxNmFmXkEyXkFqcGc@._V1_SX300.jpg
Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",4.3,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BZjUwZjg2ZjAtY2RhZi00YmZjLTlhNGQtOWQwNDk1MjhhM2NhXkEyXkFqcGc@._V1_SX300.jpg
The Huntsman: Winter's War,"Action,Adventure,Drama","Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.",1.3,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMjY0YTM4ZTAtZjliYS00YzgwLTg0NWEtYzgwNWViMTNiOTQ1XkEyXkFqcGc@._V1_SX300.jpg
The Perks of Being a Wallflower,"Drama,Romance",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,5.0,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BNTY0ZTI2NzQtYWI1YS00ZWM3LWFmMjMtZWYxNmNmOTI0MGJjXkEyXkFqcGc@._V1_SX300.jpg
Jackie,"Biography,Drama,History","Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.",4.8,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg
The Disappointments Room,"Drama,Horror,Thriller",A mother and her young son release unimaginable horrors from the attic of their rural dream home.,8.9,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTE0MTE3MzI4ODFeQTJeQWpwZ15BbWU4MDI1MDI0ODkx._V1_SX300.jpg
The Grand Budapest Hotel,"Adventure,Comedy,Drama","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",4.4,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg
The Host,"Action,Adventure,Romance","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",6.2,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMTQzYzI1MDAtYzVkOC00N2U1LThmNzYtNmYyNDg5MzQwYjEwXkEyXkFqcGc@._V1_SX300.jpg
Fury,"Action,Drama,War","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",9.6,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg
Inside Out,"Animation,Adventure,Comedy","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",3.2,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg
Rock Dog,"Animation,Adventure,Comedy","When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",2.1,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMjA5MTAwMzM3OF5BMl5BanBnXkFtZTgwNTk4NjYyMTI@._V1_SX300.jpg
Terminator Genisys,"Action,Adventure,Sci-Fi","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",8.0,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg
Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,5.8,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BZDE4M2ZiYzEtODJiZC00NmI1LWFlNTgtOGJlNTY3NmExYWNjXkEyXkFqcGc@._V1_SX300.jpg
Les Misérables,"Drama,Musical,Romance","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",5.5,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BY2Q1YjIxZTAtZTU0YS00ZmE5LWEwODEtY2IyYWM2ZTJlOWE1XkEyXkFqcGc@._V1_SX300.jpg
Children of Men,"Drama,Sci-Fi,Thriller","In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",1.9,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMDNkNmNiYzYtYWY0YS00NWEwLTgwMWUtYjM0M2E4Nzk3MzhmXkEyXkFqcGc@._V1_SX300.jpg
20th Century Women,"Comedy,Drama","The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979.",3.4,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMTkwNDE4NzQwM15BMl5BanBnXkFtZTgwNzQ5Nzg0MDI@._V1_SX300.jpg
Spy,"Action,Comedy,Crime","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",3.0,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg
The Intouchables,"Biography,Comedy,Drama","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",2.3,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX300.jpg
Straight Outta Compton,"Biography,Drama,History","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",5.1,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg
The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",8.6,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg
The Conjuring,"Horror,Mystery,Thriller",Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,5.2,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg
The Hangover,Comedy,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",1.8,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BNDI2MzBhNzgtOWYyOS00NDM2LWE0OGYtOGQ0M2FjMTI2NTllXkEyXkFqcGc@._V1_SX300.jpg
Battleship,"Action,Adventure,Sci-Fi",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,1.3,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi","A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",7.5,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMjllODU1NDItODU1Ni00N2Y2LTg4Y2ItOTJjMTczZDliN2FhXkEyXkFqcGc@._V1_SX300.jpg
Lights Out,Horror,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with an entity attached to their mother.",9.0,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BOGUyNmQxNjQtNjU1OS00YTExLWFjMGUtNWVhN2Y0MGE2ZmZmXkEyXkFqcGc@._V1_SX300.jpg
Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama,Romance","Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",2.4,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg
Black Swan,"Drama,Thriller","A committed dancer wins the lead role in a production of Tchaikovsky's ""Swan Lake"" only to find herself struggling to maintain her sanity.",7.0,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg
Dear White People,"Comedy,Drama",The lives of four black students at an Ivy League college.,9.9,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BMjMzMjc5MjIzNV5BMl5BanBnXkFtZTgwNTY4OTQ2MjE@._V1_SX300.jpg
Nymphomaniac: Vol. I,Drama,A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.,6.8,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_SX300.jpg
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy","After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.",5.5,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BZDgyNWExMzUtOTAyMy00ZjkzLWFhNzgtZTFhOTBmN2RhZGJhXkEyXkFqcGc@._V1_SX300.jpg
Knock Knock,"Drama,Horror,Thriller","A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",1.3,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMzc4YmQ5ODktZmY3Zi00NzE4LWEzMzUtOWI4NzNiODAyYjk0XkEyXkFqcGc@._V1_SX300.jpg
Dirty Grandpa,Comedy,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.",9.6,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_SX300.jpg
Cloud Atlas,"Drama,Sci-Fi","An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",4.1,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg
X-Men Origins: Wolverine,"Action,Adventure,Sci-Fi","A look at Wolverine's early life, in particular his time with the government squad Team X and the impact it will have on his later years.",1.6,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BZjQwOGEzNjUtNDgwYS00NzUzLWJhZjAtNmFlNzY2YTQyOTllXkEyXkFqcGc@._V1_SX300.jpg
Satanic,Horror,"Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",5.4,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BNzM2YWNjOGQtNjc3ZC00Njg1LThhNzMtOGI2MTM2OWRlYmIzXkEyXkFqcGc@._V1_SX300.jpg
Skyfall,"Action,Adventure,Thriller","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",3.6,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BNjAzMWNkODUtM2FlMi00NzgyLWJhMGUtMWEyNDYyZGFiN2RlXkEyXkFqcGc@._V1_SX300.jpg
The Hobbit: An Unexpected Journey,"Adventure,Fantasy","A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug.",7.2,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg
21 Jump Street,"Action,Comedy,Crime",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,4.4,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMTg2NjJiODctM2IyMS00MmQ5LWI1YmQtNTBjMTI4M2U2YzA5XkEyXkFqcGc@._V1_SX300.jpg
Sing Street,"Comedy,Drama,Music",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,9.2,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_SX300.jpg
Ballerina,"Animation,Adventure,Comedy","An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",3.4,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BOTgxNzA0MDktYzc5ZC00MGY3LWIwYjItMDJhNzE2ZGFjYmE1XkEyXkFqcGc@._V1_SX300.jpg
Oblivion,"Action,Adventure,Mystery",A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,6.8,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg
22 Jump Street,"Action,Comedy,Crime","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",5.6,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg
Zodiac,"Crime,Drama,History","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",2.5,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BNDFkMTRkZmQtM2I0NC00NjJjLWJlMDctNTNiZWYxYzhjZDZiXkEyXkFqcGc@._V1_SX300.jpg
Everybody Wants Some!!,Comedy,"In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.",8.9,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTk2NDcyNDE5N15BMl5BanBnXkFtZTgwNDA0MzQ1NzE@._V1_SX300.jpg
Now You See Me,"Crime,Mystery,Thriller",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,6.3,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg
Sherlock Holmes,"Action,Adventure,Crime",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,9.1,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg
Death Proof,Thriller,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.",5.3,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BYjRlOTM0OTktZTBjNi00ZjZiLWJkMzktMmU2ZDBkMTQxN2FmXkEyXkFqcGc@._V1_SX300.jpg
The Danish Girl,"Biography,Drama,Romance",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,6.2,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_SX300.jpg
Hercules,"Action,Adventure","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",4.1,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMmUyZGY1ZjItMWYwZS00MjJjLTg1YzAtY2Q5OTA4MmFhYzFjXkEyXkFqcGc@._V1_SX300.jpg
Sucker Punch,"Action,Fantasy","A young girl is institutionalized by her abusive stepfather, retreating to an alternative reality as a coping strategy, envisioning a plan to help her escape.",8.3,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BZDE1YWZiMzItZGEzOC00MTYyLWFiYWYtNGNlMmM0ZjAxM2RmXkEyXkFqcGc@._V1_SX300.jpg
Keeping Up with the Joneses,"Action,Comedy",A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,6.9,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg
Jupiter Ascending,"Action,Adventure,Sci-Fi",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,1.1,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg
Masterminds,"Action,Comedy,Crime",A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,9.4,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_SX300.jpg
Iris,Thriller,"Iris, young wife of a businessman, disappears in Paris. Maybe a mechanic with many debts is involved in the strange affair. A really complicated job for the police.",6.8,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BY2M5ZWFiYWYtZGE5NC00MGMzLTkwMTQtOTE4MjIwMjEwZTNjXkEyXkFqcGc@._V1_SX300.jpg
Pitch Perfect,"Comedy,Music,Romance","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",1.4,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg
Neighbors 2: Sorority Rising,Comedy,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",8.6,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTY0NzUxMDUzN15BMl5BanBnXkFtZTgwNzI2MTY4ODE@._V1_SX300.jpg
The Exception,Drama,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",2.5,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BYTUxMzE0ZjQtMmRkYy00MmZmLWE1NTUtYzhhYzY3ODhlMjliXkEyXkFqcGc@._V1_SX300.jpg
Man of Steel,"Action,Adventure,Fantasy","Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction.",8.8,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SX300.jpg
The Choice,"Drama,Romance",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,5.6,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg
Ice Age: Collision Course,"Animation,Adventure,Comedy","Manny, Diego, and Sid join up with Buck to fend off a meteor strike that would destroy the world.",4.0,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_SX300.jpg
The Devil Wears Prada,"Comedy,Drama","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",6.5,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BOWM3NTI3YWEtYjJmMy00M2U5LWI1NzEtZWM3ZDY2ZWNjOGRiXkEyXkFqcGc@._V1_SX300.jpg
The Infiltrator,"Biography,Crime,Drama",A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,8.9,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_SX300.jpg
There Will Be Blood,"Drama,History","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",2.0,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg
The Equalizer,"Action,Crime,Thriller","A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her.",9.6,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_SX300.jpg
Lone Survivor,"Action,Biography,Drama","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",2.3,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg
The Cabin in the Woods,Horror,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",4.7,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX300.jpg
The House Bunny,"Comedy,Romance","After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",4.6,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BODkxMDg0MjM2OF5BMl5BanBnXkFtZTcwMjc0NTU4MQ@@._V1_SX300.jpg
She's Out of My League,"Comedy,Romance","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",6.5,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg
Inherent Vice,"Comedy,Crime,Drama","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",6.4,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMmU3YjYzZWEtZDEzYy00YjA4LWI0YTUtY2RiMzVlYzZkZjg3XkEyXkFqcGc@._V1_SX300.jpg
Alice Through the Looking Glass,"Adventure,Family,Fantasy",Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,6.4,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_SX300.jpg
Vincent N Roxxy,"Crime,Drama,Thriller",A small town loner and a rebellious punk rocker unexpectedly fall in love as they are forced on the run and soon discover violence follows them everywhere.,6.9,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BY2MxMjlkMGMtYzBmMS00MmUxLWIwOGUtZDI3MTk3NWI0MDJhXkEyXkFqcGc@._V1_SX300.jpg
The Fast and the Furious: Tokyo Drift,"Action,Crime,Thriller",A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,3.8,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_SX300.jpg
How to Be Single,"Comedy,Romance",A group of young adults navigate love and relationships in New York City.,6.9,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_SX300.jpg
The Blind Side,"Biography,Drama,Sport","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",7.7,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg
The Babadook,"Drama,Horror","A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",3.9,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMTk0NzMzODc2NF5BMl5BanBnXkFtZTgwOTYzNTM1MzE@._V1_SX300.jpg
